Date,Close,High,Low,Open,Volume,SMA,MACD,MACD_Signal,%K,%D,RSI,Williams %R
2020-01-24,3295.469970703125,3333.179931640625,3281.530029296875,3333.10009765625,3708780000,3289.0792933872767,15.919613371092964,11.654770174499747,65.64606089927251,80.90095127436926,66.35898733309878,-34.35393910072748
2020-01-27,3243.6298828125,3258.85009765625,3234.5,3247.159912109375,3831050000,3288.8899972098216,10.338441932775368,11.391504526154874,10.63218324205686,55.44855955823686,49.41287954592412,-89.36781675794315
2020-01-28,3276.239990234375,3285.780029296875,3253.219970703125,3255.35009765625,3531570000,3291.680001395089,8.449288355977842,10.803061292119468,40.41830380572774,38.8988493156857,57.83708426567809,-59.58169619427226
2020-01-29,3273.39990234375,3293.469970703125,3271.889892578125,3289.4599609375,3600250000,3293.133562360491,6.646334373126592,9.971715908320894,37.66814659309589,29.572877880293493,54.30830317371218,-62.33185340690411
2020-01-30,3283.659912109375,3285.909912109375,3242.800048828125,3256.449951171875,3790350000,3293.7735595703125,5.976484204069493,9.172669567470614,47.60327569658199,41.8965753651352,51.99304876724231,-52.39672430341802
2020-01-31,3225.52001953125,3282.330078125,3214.679931640625,3282.330078125,4529700000,3290.928553989955,0.74562458727587,7.487260571431666,8.806629417843336,31.35935056917374,42.72032155810035,-91.19337058215666
2020-02-03,3248.919921875,3268.43994140625,3235.659912109375,3235.659912109375,3760460000,3288.12784249442,-1.4944655191125094,5.690915353322831,27.81701664296467,28.075640585796663,42.84986697344099,-72.18298335703533
2020-02-04,3297.590087890625,3306.919921875,3280.610107421875,3280.610107421875,3996900000,3289.159284319197,0.6500294417342047,4.682738171005106,67.35729713969498,34.660314400167664,52.27132213397602,-32.642702860305015
2020-02-05,3334.68994140625,3337.580078125,3313.75,3324.909912109375,4121480000,3292.4021344866073,5.2823140425985,4.802653345323785,97.49770417928625,64.2240059873153,56.50726108408861,-2.502295820713757
2020-02-06,3345.780029296875,3347.9599609375,3334.389892578125,3344.919921875,3887250000,3294.471418108259,9.736078914407244,5.7893384591404775,98.36439738787172,87.739799568951,54.35756081474611,-1.635602612128262
2020-02-07,3327.7099609375,3341.419921875,3322.1201171875,3335.5400390625,3733920000,3294.334978376116,11.673056435852232,6.966082054482828,84.80642590879532,93.55617582531777,49.71715670183892,-15.193574091204676
2020-02-10,3352.090087890625,3352.260009765625,3317.77001953125,3318.280029296875,3462730000,3296.5706961495534,15.002458565030338,8.57335735659233,99.87649238369698,94.349105226788,54.4306675946975,-0.1235076163030053
2020-02-11,3357.75,3375.6298828125,3352.719970703125,3365.8701171875,3762940000,3299.1421247209823,17.89149927821063,10.436985740915992,88.89102936514317,91.1913158858785,55.029051009452665,-11.10897063485683
2020-02-12,3379.449951171875,3381.469970703125,3369.719970703125,3370.5,3930910000,3302.992832728795,21.682151220729793,12.686018836878752,98.78888479036029,95.8521355130668,57.17210785233997,-1.2111152096397393
2020-02-13,3373.93994140625,3385.090087890625,3360.52001953125,3365.89990234375,3500890000,3308.597830636161,23.965400240309464,14.941895117564895,93.45687679083096,93.71226364877812,61.16945822325919,-6.543123209169055
2020-02-14,3380.159912109375,3380.68994140625,3366.14990234375,3378.080078125,3419700000,3318.3499755859375,25.977340579655905,17.148984209983098,97.10687679083094,96.45087945734072,72.33436346542933,-2.893123209169054
2020-02-18,3370.2900390625,3375.010009765625,3355.610107421875,3369.0400390625,3750400000,3325.0678362165177,26.47026874401263,19.013241116789004,91.31504297994267,93.9595988538682,66.62190768200526,-8.684957020057306
2020-02-19,3386.14990234375,3393.52001953125,3378.830078125,3380.389892578125,3614200000,3333.121407645089,27.81998481836308,20.77458985710382,95.87893448587018,94.76695141888126,69.05013331925342,-4.121065514129816
2020-02-20,3373.22998046875,3389.14990234375,3341.02001953125,3380.449951171875,4019180000,3339.519269670759,27.52976877469655,22.125625640622367,88.65464711977273,91.94954152852851,64.99885938367471,-11.345352880227267
2020-02-21,3337.75,3360.760009765625,3328.449951171875,3360.5,3908780000,3347.5356968470983,24.158350141556184,22.53217054080913,64.67123933838027,83.06827364800772,70.33669908547807,-35.32876066161972
2020-02-24,3225.889892578125,3259.81005859375,3214.64990234375,3257.610107421875,4851160000,3345.890694754464,12.318303040438876,20.48939704073508,6.283883753814908,53.20325673732264,46.83991930539931,-93.7161162461851
2020-02-25,3128.2099609375,3246.989990234375,3118.77001953125,3238.93994140625,5596760000,3333.7921142578125,-4.890597959295064,15.413398040729051,3.4358294472247497,24.796984179806643,29.51375580602202,-96.56417055277524
2020-02-26,3116.389892578125,3182.510009765625,3108.989990234375,3139.89990234375,5484650000,3318.1992536272323,-19.260533278817093,8.478611776819823,2.6007456443302286,4.106819615123295,21.877238968157656,-97.39925435566975
2020-02-27,2978.760009765625,3097.070068359375,2977.389892578125,3062.5400390625,7064710000,3291.9835379464284,-41.27855834577758,-1.4728222476996575,0.3292521013875876,2.1219423976475222,14.343425143474107,-99.6707478986124
2020-02-28,2954.219970703125,2959.719970703125,2855.840087890625,2916.89990234375,8569570000,3265.305681501116,-60.01634681808855,-13.181527161777437,18.297108934736144,7.075702226817987,14.16534749527652,-81.70289106526386
2020-03-02,3090.22998046875,3090.9599609375,2945.18994140625,2974.280029296875,6381330000,3246.601388113839,-63.16320200092469,-23.177862129606886,43.59282889040143,20.739729975508386,29.30808636371178,-56.40717110959857
2020-03-03,3003.3701171875,3136.719970703125,2976.6298828125,3096.4599609375,6376510000,3221.2885393415177,-71.83787020363525,-32.90986374441256,27.438262173318616,29.77606666615206,25.18207290575978,-72.56173782668138
2020-03-04,3130.1201171875,3130.969970703125,3034.3798828125,3045.75,5073020000,3203.479265485491,-67.70448637152913,-39.868788269835875,51.011766137516645,40.68095240041223,34.778575374039065,-48.988233862483355
2020-03-05,3023.93994140625,3083.0400390625,2999.830078125,3075.699951171875,5579290000,3178.479265485491,-72.16473258964834,-46.32797713379837,31.26392554817905,36.571317953004765,30.971635844680975,-68.73607445182095
