Date,Close,High,Low,Open,Volume,SMA,MACD,MACD_Signal,%K,%D,RSI,Williams %R,Direction
2020-01-24,3295.469970703125,3333.179931640625,3281.530029296875,3333.10009765625,3708780000,0.22861436849071837,0.7681859034510712,11.654770174499747,0.6564606089927252,0.8107723505637993,0.6436404590218092,0.6564606089927252,0
2020-01-27,3243.6298828125,3258.85009765625,3234.5,3247.159912109375,3831050000,0.22856158808353688,0.7513097613136079,11.391504526154874,0.1063218324205686,0.5527353680689192,0.4415031999452032,0.10632183242056847,0
2020-01-28,3276.239990234375,3285.780029296875,3253.219970703125,3255.35009765625,3531570000,0.2293395095340185,0.745597407798959,10.803061292119468,0.4041830380572774,0.38495399255890006,0.5419891447613954,0.4041830380572774,1
2020-01-29,3273.39990234375,3293.469970703125,3271.889892578125,3289.4599609375,3600250000,0.2297447979061792,0.7401457014648717,9.971715908320894,0.3766814659309589,0.29040706137613104,0.49989699317298236,0.37668146593095886,0
2020-01-30,3283.659912109375,3285.909912109375,3242.800048828125,3256.449951171875,3790350000,0.2299232447918138,0.7381202330146105,9.172669567470614,0.47603275696581987,0.4153450140696984,0.4722800804478638,0.4760327569658198,1
2020-01-31,3225.52001953125,3282.330078125,3214.679931640625,3282.330078125,4529700000,0.22912998760625602,0.7223033509550378,7.487260571431666,0.08806629417843335,0.3085183660853067,0.36167275481527233,0.08806629417843337,0
2020-02-03,3248.919921875,3268.43994140625,3235.659912109375,3235.659912109375,3760460000,0.228349080695617,0.7155298483930862,5.690915353322831,0.2781701664296467,0.27522803231435977,0.36321800376044394,0.27817016642964676,1
2020-02-04,3297.590087890625,3306.919921875,3280.610107421875,3280.610107421875,3996900000,0.22863667192026638,0.7220142938490803,4.682738171005106,0.6735729713969498,0.3419836197940392,0.47559939225279296,0.6735729713969498,1
2020-02-05,3334.68994140625,3337.580078125,3313.75,3324.909912109375,4121480000,0.22954085791369505,0.7360212266604711,4.802653345323785,0.9749770417928625,0.6417010629968988,0.5261266932557775,0.9749770417928624,1
2020-02-06,3345.780029296875,3347.9599609375,3334.389892578125,3344.919921875,3887250000,0.23011782483184995,0.7494883580421478,5.7893384591404775,0.9836439738787172,0.8801047652679007,0.5004845501903354,0.9836439738787174,1
