Date,Close,High,Low,Open,Volume,SMA,MACD,MACD_Signal,%K,%D,RSI,Williams %R,Direction
2020-04-09,31159.619140625,31225.19921875,30420.220703125,30571.189453125,18800,28860.247209821428,-1895.1594886661223,-2451.765881761276,98.77704951488744,81.33439539396078,56.21077269280454,-1.2229504851125454,1
2020-04-13,30690.01953125,31195.720703125,30474.150390625,31195.720703125,16100,29031.803571428572,-1683.9759642589052,-2298.207898260802,90.37494356312057,88.42793528850719,56.55334471498304,-9.625056436879456,0
2020-04-15,30379.810546875,31568.359375,30222.0703125,31277.109375,23600,29064.935686383928,-1524.0741935850565,-2143.381157325653,79.95518931394918,89.7023941306524,51.36367086777427,-20.044810686050813,0
2020-04-16,30602.609375,30800.19921875,30016.169921875,30095.509765625,16900,29395.03348214286,-1363.6535357584216,-1987.4356330122068,83.71267930944639,84.68093739550538,67.37949186451738,-16.28732069055362,1
2020-04-17,31588.720703125,31718.73046875,30960.939453125,31656.6796875,22200,29746.082868303572,-1143.7634724169438,-1818.7012008931545,97.57391071087532,87.08059311142364,68.08362534603145,-2.4260892891246764,1
2020-04-20,31648.0,32056.470703125,31490.259765625,32056.189453125,17200,29968.384347098217,-953.721758396794,-1645.7053123938822,91.03381809030532,90.773469370209,63.20268385865166,-8.966181909694667,1
2020-04-21,30636.7109375,30900.119140625,30378.259765625,30836.189453125,19700,30017.665876116072,-874.6326853508399,-1491.490786985274,68.83540427925465,85.81437769347843,53.02961535849034,-31.164595720745343,0
2020-04-22,31379.55078125,31471.140625,30578.55078125,30856.140625,21000,30129.377371651783,-743.4431085587057,-1341.8812512999602,85.14119345305848,81.67013860753947,56.51743951524291,-14.858806546941514,1
2020-04-23,31863.080078125,31959.01953125,31292.919921875,31646.44921875,24400,30373.860212053572,-593.6148283177572,-1192.2279667035198,95.7549574299606,83.24385172075792,65.40876211873392,-4.245042570039387,1
2020-04-24,31327.220703125,31842.240234375,31278.26953125,31426.619140625,17600,30506.62667410714,-512.2097745299143,-1056.224328268799,83.9925162132279,88.29622236541566,58.755845081152145,-16.0074837867721,0
2020-04-27,31743.080078125,32103.69921875,31651.580078125,31659.0390625,12900,30755.03878348214,-409.41977057043914,-926.8634167291268,92.1654099605803,90.63762786792294,67.69513946085524,-7.834590039419695,1
2020-04-28,32114.51953125,32199.91015625,31661.33984375,32101.91015625,15600,31078.150948660714,-294.59004162845304,-800.4087417089921,97.6264555739477,91.2614605825853,73.74830813653031,-2.37354442605231,1
2020-04-29,32720.16015625,32897.58984375,32171.650390625,32311.0390625,16000,31267.647321428572,-152.95336605705597,-670.9176665786049,94.61461258515077,94.80215937322625,67.33191749338144,-5.385387414849237,1
2020-04-30,33717.62109375,33887.25,33354.9296875,33381.19140625,21100,31540.76590401786,39.32813108357732,-528.8685070461685,95.61804708694731,95.9530384153486,72.55161711113743,-4.38195291305267,1
2020-05-04,31715.349609375,32748.140625,31632.01953125,32748.140625,18300,31580.4609375,29.80248329679671,-417.1343089775755,43.89420144268925,78.04228703826244,53.01562383416878,-56.10579855731075,0
2020-05-05,31453.509765625,32264.0,31403.5703125,32182.900390625,19200,31634.995954241072,1.1122305915196191,-333.4850010637565,37.13020177165106,58.88081676709587,54.23858524651773,-62.86979822834894,0
2020-05-06,31685.75,31970.83984375,31158.75,31577.630859375,19200,31728.27734375,-2.8522761145140976,-267.35845607390803,43.12956705699768,41.38465675711266,57.31335304003985,-56.87043294300233,1
2020-05-07,31443.380859375,31705.25,31362.869140625,31677.689453125,19900,31788.332449776783,-25.26015696124159,-218.93879625137475,30.35406263932543,36.871277155991386,54.69808187076807,-69.64593736067457,0
2020-05-08,31642.69921875,32088.509765625,31598.0,32083.3203125,15900,31792.188058035714,-26.628283862963144,-180.47669377369243,36.034282476429134,36.50597072425075,50.3307006037736,-63.96571752357087,1
2020-05-11,31561.220703125,32301.580078125,31500.869140625,32030.33984375,18100,31785.98953683036,-33.89643258097203,-151.16064153514836,33.71228924809766,33.366878121284074,49.46978688609494,-66.28771075190234,0
2020-05-12,31371.119140625,31536.890625,30844.66015625,31342.9296875,23100,31838.447265625,-54.36936396880628,-131.80238602187995,23.95407702469933,31.233549583075376,54.98766272508795,-76.04592297530067,0
2020-05-13,32008.609375,32845.48046875,31901.919921875,32841.87109375,18400,31883.380022321428,-18.93589420606804,-109.22908765871756,38.25521278002524,31.97385968427408,54.33421109009424,-61.74478721997476,1
2020-05-14,31122.890625,31630.939453125,31052.650390625,31466.330078125,15200,31830.509347098217,-61.614461836899864,-99.70616249435405,9.144527624107235,23.7846058096106,45.167900775554365,-90.85547237589276,0
2020-05-15,31097.73046875,31296.279296875,30770.48046875,31296.279296875,13000,31814.1171875,-96.35700493129116,-99.03633098174146,10.49965346230635,19.299797955479608,48.394811439968855,-89.50034653769366,0
2020-05-18,30028.98046875,31248.259765625,29968.44921875,31248.259765625,19500,31691.681501116072,-207.7352708322396,-120.7761189518411,1.544637081058559,7.062939389157382,39.01398383428198,-98.45536291894145,0
2020-05-19,30196.169921875,30739.9609375,30116.8203125,30450.740234375,18700,31554.65652901786,-279.2930410656627,-152.47950337460543,5.810979323433807,5.951756622266238,37.37434374404675,-94.1890206765662,1
